Taxon	200SP1.16S.V3.V4	200SP2.16S.V3.V4	200SP3.16S.V3.V4	200SP4.16S.V3.V4	300SP1.16S.V3.V4	300SP2.16S.V3.V4	300SP3.16S.V3.V4	300SP4.16S.V3.V4	500SP1.16S.V3.V4	500SP2.16S.V3.V4	500SP3.16S.V3.V4	500SP4.16S.V3.V4	600SP1.16S.V3.V4	600SP2.16S.V3.V4	600SP3.16S.V3.V4	600SP4.16S.V3.V4	800SP1.16S.V3.V4	800SP2.16S.V3.V4	800SP3.16S.V3.V4	800SP4.16S.V3.V4	900SP1.16S.V3.V4	900SP2.16S.V3.V4	900SP3.16S.V3.V4	900SP4.16S.V3.V4	1000SP1.16S.V3.V4	1000SP2.16S.V3.V4	1000SP3.16S.V3.V4	1000SP4.16S.V3.V4	1100SP1.16S.V3.V4	1100SP2.16S.V3.V4	1100SP3.16S.V3.V4	1100SP4.16S.V3.V4	1200SP1.16S.V3.V4	1200SP2.16S.V3.V4	1200SP3.16S.V3.V4	1200SP4.16S.V3.V4	1300SP1.16S.V3.V4	1300SP2.16S.V3.V4	1300SP3.16S.V3.V4	1300SP4.16S.V3.V4	1400SP1.16S.V3.V4	1400SP2.16S.V3.V4	1400SP3.16S.V3.V4	1400SP4.16S.V3.V4	1500SP1.16S.V3.V4	1500SP2.16S.V3.V4	1500SP3.16S.V3.V4	1500SP4.16S.V3.V4
k__Archaea;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09731543624e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0549071182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98144412065e-05	0.0	0.0	0.0	0.0	6.02990834539e-05	0.0	0.0	0.0	0.0	3.77401215232e-05	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	5.13544742586e-05	0.0	0.000106213489113	0.0	0.000652457590257	8.67152271939e-05	3.5336937701e-05	0.0	0.000310060038898	0.000163375811044	5.09035377959e-05	4.48299822922e-05	0.00123439206191	0.00134228187919	0.00135749276988	0.00271943528323	0.000579430226944	0.000140075640846	0.00163621488956	0.000626697305202	0.00202734171667	0.00143463264247	0.00160235867197	0.00197271083347	0.000580479310059	0.000990883868411	0.000918312867058	0.0024940168787	0.00021931748399	0.000132718404725	0.000319744204636	0.000646691097219	0.00161896933921	0.000228011172547	0.000503947589451	0.00066538518409	0.00030898370111	0.00030149541727	0.00033706918345	0.000295712173484	0.000179823772703	0.000186699525783	0.000452881458278	0.000133014099495	0.00044636214849	0.00190390138436	0.000684462696783	0.000871839581517
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016616816218	0.000293624161074	0.00147553561943	0.00173580975525	0.000579430226944	0.000140075640846	0.000896022439518	0.000208899101734	0.000767102271171	0.00030524098776	0.000854591291715	0.000164392569456	0.000221134975261	0.000322037257233	0.0	0.000579418062728	0.0	0.0	3.99680255795e-05	0.000215563699073	4.98144412065e-05	2.85013965684e-05	0.000571140601377	0.000788604662625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000311119407629	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37383088829e-05	0.000314597315436	0.000118042849554	0.000289301625875	9.65717044906e-05	0.000210113461269	7.79149947407e-05	4.17798203468e-05	0.00041094764527	6.1048197552e-05	0.000320471734393	0.00010274535591	8.29256157227e-05	0.000173404676972	4.27122263748e-05	0.000201536717471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11119407629e-05	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45618287905e-05	4.66788031555e-05	0.0	2.24149911461e-05	0.000118691544414	8.38926174497e-05	0.000177064274332	0.000867904877625	0.000289715113472	0.0	0.000545404963185	0.0	0.000739705761486	0.000183144592656	0.000534119557322	0.000719217491369	0.000276418719076	0.000198176773682	0.000192205018687	0.000529033883361	8.77269935959e-05	9.95388035436e-05	0.000119904076739	0.000251490982252	0.000473237191462	0.000114005586274	0.000503947589451	0.000345014539898	2.57486417591e-05	0.0	0.000168534591725	3.28569081649e-05	4.49559431757e-05	7.46798103133e-05	0.000264180850662	6.65070497473e-05	0.000223181074245	0.000225886604924	0.000280007466866	0.000167661457984
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76418719076e-05	4.95441934205e-05	0.0	5.03841793677e-05	0.0	0.0	3.99680255795e-05	0.0	4.98144412065e-05	0.0	0.0	0.0	0.0	6.02990834539e-05	8.42672958625e-05	6.57138163299e-05	0.0	0.0	0.0	0.0	4.95957942766e-05	0.000129078059957	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13647822929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59272831788e-05	0.0	8.55041897053e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other	0.000282449608422	0.000288898060256	0.000265533722783	0.000427298254181	0.00184862983906	0.000780437044745	0.000954097317926	0.000526355365065	0.000676494630324	0.000583485039444	0.000967167218122	0.000963844619281	0.0011157005175	0.000776006711409	0.0025969426902	0.00133078747903	0.000676001931434	0.000910491665499	0.000818107444778	0.000877376227282	0.00254787540067	0.000518909679192	0.00117506302611	0.000863060989643	0.000718688669597	0.00094133967499	0.000640683395622	0.000806146869883	0.00100886042635	0.00119446564252	0.000959232613909	0.00111374577854	0.00171859822162	0.00131106424215	0.00191500083991	0.00150327763813	0.00102994567037	0.000723589001447	0.0006741383669	0.000952850336783	0.000584427261284	0.000373399051566	0.00083028267351	0.000465549348231	0.00123989485692	0.00132305011456	0.00130670151204	0.00171014687144
k__Bacteria;p__AD3;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33394015777e-05	2.54517688979e-05	0.0	0.0	0.0	5.90214247772e-05	0.0	0.0	0.0	0.000116872492111	0.0	0.0	0.0	6.40943468786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6;o__;f__	0.000102708948517	0.000206355757326	0.000185873605948	0.000244170430961	0.000652457590257	0.000260145681582	0.000388706314711	0.000601548988646	0.000873805564168	0.000630163842599	0.00129804021379	0.00143455943335	0.00384560603903	0.00264261744966	0.00767278522104	0.006943239021	0.00289715113472	0.000630340383807	0.0115314192216	0.00183831209526	0.000684912742117	0.00109886755594	0.00365337777208	0.00160282755219	0.000359344334798	0.000346809353944	0.000256273358249	0.000906915228618	0.000701815948767	0.000298616410631	3.99680255795e-05	0.000682618380398	0.00161896933921	0.000313515362253	0.000974298672938	0.000763960766918	0.000102994567037	0.0015677761698	0.00219094969242	0.00114999178577	0.00062938320446	0.00205369478362	0.00135864437483	0.000532056397978	0.000818330605565	0.00755106650747	0.00102669404517	0.00392327811683
