Taxon	200SP1.16S.V3.V4	200SP2.16S.V3.V4	200SP3.16S.V3.V4	200SP4.16S.V3.V4	300SP1.16S.V3.V4	300SP2.16S.V3.V4	300SP3.16S.V3.V4	300SP4.16S.V3.V4	500SP1.16S.V3.V4	500SP2.16S.V3.V4	500SP3.16S.V3.V4	500SP4.16S.V3.V4	600SP1.16S.V3.V4	600SP2.16S.V3.V4	600SP3.16S.V3.V4	600SP4.16S.V3.V4	800SP1.16S.V3.V4	800SP2.16S.V3.V4	800SP3.16S.V3.V4	800SP4.16S.V3.V4	900SP1.16S.V3.V4	900SP2.16S.V3.V4	900SP3.16S.V3.V4	900SP4.16S.V3.V4	1000SP1.16S.V3.V4	1000SP2.16S.V3.V4	1000SP3.16S.V3.V4	1000SP4.16S.V3.V4	1100SP1.16S.V3.V4	1100SP2.16S.V3.V4	1100SP3.16S.V3.V4	1100SP4.16S.V3.V4	1200SP1.16S.V3.V4	1200SP2.16S.V3.V4	1200SP3.16S.V3.V4	1200SP4.16S.V3.V4	1300SP1.16S.V3.V4	1300SP2.16S.V3.V4	1300SP3.16S.V3.V4	1300SP4.16S.V3.V4	1400SP1.16S.V3.V4	1400SP2.16S.V3.V4	1400SP3.16S.V3.V4	1400SP4.16S.V3.V4	1500SP1.16S.V3.V4	1500SP2.16S.V3.V4	1500SP3.16S.V3.V4	1500SP4.16S.V3.V4
k__Archaea;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09731543624e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0549071182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98144412065e-05	0.0	0.0	0.0	0.0	6.02990834539e-05	0.0	0.0	0.0	0.0	3.77401215232e-05	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA	5.13544742586e-05	0.0	0.000106213489113	0.0	0.000652457590257	8.67152271939e-05	3.5336937701e-05	0.0	0.000310060038898	0.000163375811044	5.09035377959e-05	4.48299822922e-05	0.00123439206191	0.00134228187919	0.00135749276988	0.00271943528323	0.000579430226944	0.000140075640846	0.00163621488956	0.000626697305202	0.00202734171667	0.00143463264247	0.00160235867197	0.00197271083347	0.000580479310059	0.000990883868411	0.000918312867058	0.0024940168787	0.00021931748399	0.000132718404725	0.000319744204636	0.000646691097219	0.00161896933921	0.000228011172547	0.000503947589451	0.00066538518409	0.00030898370111	0.00030149541727	0.00033706918345	0.000295712173484	0.000179823772703	0.000186699525783	0.000452881458278	0.000133014099495	0.00044636214849	0.00190390138436	0.000684462696783	0.000871839581517
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168541993068	0.00060822147651	0.00159357846898	0.00202511138113	0.000676001931434	0.000350189102115	0.000973937434259	0.000250678922081	0.00117804991644	0.000366289185312	0.00117506302611	0.000267137925366	0.000304060590983	0.000495441934205	4.27122263748e-05	0.000780954780199	0.0	0.0	3.99680255795e-05	0.000215563699073	4.98144412065e-05	2.85013965684e-05	0.000571140601377	0.000788604662625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000342231348392	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45618287905e-05	4.66788031555e-05	0.0	2.24149911461e-05	0.000118691544414	8.38926174497e-05	0.000177064274332	0.000867904877625	0.000289715113472	0.0	0.000545404963185	0.0	0.000739705761486	0.000183144592656	0.000534119557322	0.000719217491369	0.000276418719076	0.000198176773682	0.000192205018687	0.000529033883361	8.77269935959e-05	9.95388035436e-05	0.000119904076739	0.000251490982252	0.000473237191462	0.000114005586274	0.000503947589451	0.000345014539898	2.57486417591e-05	0.0	0.000168534591725	3.28569081649e-05	4.49559431757e-05	7.46798103133e-05	0.000264180850662	6.65070497473e-05	0.000223181074245	0.000225886604924	0.000280007466866	0.000167661457984
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76418719076e-05	4.95441934205e-05	0.0	5.03841793677e-05	0.0	0.0	3.99680255795e-05	0.0	4.98144412065e-05	0.0	0.0	0.0	0.0	6.02990834539e-05	8.42672958625e-05	6.57138163299e-05	0.0	0.0	0.0	0.0	4.95957942766e-05	0.000129078059957	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13647822929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59272831788e-05	0.0	8.55041897053e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other	0.000282449608422	0.000288898060256	0.000265533722783	0.000427298254181	0.00184862983906	0.000780437044745	0.000954097317926	0.000526355365065	0.000676494630324	0.000583485039444	0.000967167218122	0.000963844619281	0.0011157005175	0.000776006711409	0.0025969426902	0.00133078747903	0.000676001931434	0.000910491665499	0.000818107444778	0.000877376227282	0.00254787540067	0.000518909679192	0.00117506302611	0.000863060989643	0.000718688669597	0.00094133967499	0.000640683395622	0.000806146869883	0.00100886042635	0.00119446564252	0.000959232613909	0.00111374577854	0.00171859822162	0.00131106424215	0.00191500083991	0.00150327763813	0.00102994567037	0.000723589001447	0.0006741383669	0.000952850336783	0.000584427261284	0.000373399051566	0.00083028267351	0.000465549348231	0.00123989485692	0.00132305011456	0.00130670151204	0.00171014687144
k__Bacteria;p__AD3;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33394015777e-05	2.54517688979e-05	0.0	0.0	0.0	5.90214247772e-05	0.0	0.0	0.0	0.000116872492111	0.0	0.0	0.0	6.40943468786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6	0.000102708948517	0.000206355757326	0.000185873605948	0.000244170430961	0.000652457590257	0.000260145681582	0.000388706314711	0.000601548988646	0.000873805564168	0.000630163842599	0.00129804021379	0.00143455943335	0.00384560603903	0.00264261744966	0.00767278522104	0.006943239021	0.00289715113472	0.000630340383807	0.0115314192216	0.00183831209526	0.000684912742117	0.00109886755594	0.00365337777208	0.00160282755219	0.000359344334798	0.000346809353944	0.000256273358249	0.000906915228618	0.000701815948767	0.000298616410631	3.99680255795e-05	0.000682618380398	0.00161896933921	0.000313515362253	0.000974298672938	0.000763960766918	0.000102994567037	0.0015677761698	0.00219094969242	0.00114999178577	0.00062938320446	0.00205369478362	0.00135864437483	0.000532056397978	0.000818330605565	0.00755106650747	0.00102669404517	0.00392327811683
k__Bacteria;p__AD3;c__JG37-AG-4	2.56772371293e-05	0.0	5.31067445566e-05	0.00012208521548	0.000761200521966	0.0014741588623	0.000459380190113	0.000300774494323	0.000338247315162	0.000303412220511	0.000305421226775	0.00011207495573	0.000712149266486	0.000713087248322	0.00135749276988	0.00109934617833	0.00154514727185	0.000140075640846	0.0027659823133	0.000543137664508	0.000328758116216	0.000244192790208	0.000405930863565	8.21962847279e-05	0.000165851231445	9.90883868411e-05	0.0	0.000151152538103	8.77269935959e-05	0.0	0.0	0.000179636415894	0.000323793867842	0.000171008379411	0.000436754577524	0.000394302331313	7.72459252774e-05	0.0	0.000168534591725	6.57138163299e-05	0.000224779715878	0.00022403943094	0.000226440729139	0.000133014099495	0.00029757476566	0.000839007389719	0.000528902992969	0.000234726041178
k__Bacteria;p__Acidobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49532355315e-05	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.1048197552e-05	0.0	0.0	0.0	0.0	4.27122263748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22238815257e-05	0.0
k__Bacteria;p__Acidobacteria;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12149266486e-05	0.0	0.000236085699109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	0.000821671588137	0.000742880726372	0.00135422198619	0.00103772433158	0.000108742931709	0.000433576135969	0.000388706314711	0.0015790660952	0.000310060038898	0.000396769826822	2.54517688979e-05	0.000358639858337	0.00258747566823	0.000419463087248	0.00218379271676	0.00133078747903	0.000772573635925	0.000140075640846	0.000194787486852	0.00104449550867	0.000739705761486	0.00149568084002	0.00106823911464	0.000986355416735	0.0018243635459	0.00156064209275	0.000918312867058	0.0017130620985	0.000526361961576	0.000298616410631	0.000679456434852	0.000754472946756	0.00169369100102	0.00119705865587	0.00147824626239	0.00125683868106	0.000566470118701	0.0015677761698	0.0	0.00108427796944	0.000854162920338	0.00134423658564	0.000905762916557	6.65070497473e-05	0.00029757476566	0.000516312239827	0.000560014933732	0.000603581248743
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.00202850173321	0.00317787866281	0.00539033457249	0.00183127823221	0.00108742931709	0.000867152271939	0.00113078200643	0.00248138957816	0.00205767116724	0.00121364888204	0.000636294222448	0.001994934212	0.0186345724731	0.00553691275168	0.0298648409373	0.0126135508882	0.00453887011106	0.00147079422888	0.0112197592427	0.00697722999791	0.0075066436536	0.00805836207686	0.00769132162543	0.00484958079895	0.0104486275811	0.00933908045977	0.00555258942872	0.0099760675148	0.0042986226862	0.00272072729686	0.0017585931255	0.00582021987497	0.010984084286	0.00991848600581	0.0139089534688	0.0111390408596	0.00254911553416	0.0030149541727	0.00412909749726	0.00578281583703	0.00490019780615	0.00926029647885	0.0042268936106	0.00199521149242	0.00352130139364	0.00590532124302	0.00398232841765	0.00606934477902
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.122172294261	0.12364836979	0.126606479023	0.128250518862	0.15137016094	0.152532084634	0.12481006396	0.138732235506	0.145249034586	0.118470802409	0.152837872232	0.166812364109	0.0847932393296	0.0841233221477	0.0908929941569	0.0946594919863	0.129212940608	0.1656394453	0.10978222759	0.15425109672	0.105202597189	0.138213119258	0.107400760586	0.155638665132	0.105509025071	0.112267142291	0.145136145222	0.118125708528	0.126502324765	0.14831281728	0.15795363709	0.143098368901	0.102941542753	0.117055235707	0.0983705694608	0.111513628074	0.136725287741	0.135190545104	0.132636723688	0.128700509282	0.137789965833	0.1549606064	0.131675283994	0.165203511572	0.137851510192	0.130368840556	0.150177338062	0.122694654953
k__Bacteria;p__Acidobacteria;c__DA052	0.0802670432661	0.0733388361535	0.0727562400425	0.0842387986815	0.0765550239234	0.0800381547	0.0813456305877	0.0776750131589	0.115511458128	0.124819119638	0.11270043268	0.137672875619	0.0799031476998	0.0665478187919	0.0872926872455	0.107909506451	0.0957991308547	0.0526684409581	0.102263430597	0.14819302277	0.0987096243939	0.121180672141	0.105392471051	0.0994986026632	0.12187301324	0.143529528339	0.127709556861	0.15142965109	0.140319326257	0.171306280899	0.16346922462	0.111626068837	0.172881018207	0.159750327766	0.152662523098	0.124550248903	0.154028375003	0.13145200193	0.13870396899	0.17456875308	0.133339327459	0.113812030917	0.117107597086	0.119579675446	0.153226206418	0.148020265255	0.150986248522	0.134833344511
k__Bacteria;p__Acidobacteria;c__EC1113	0.000513544742586	0.000330169211721	0.000371747211896	0.00012208521548	0.000217485863419	0.000260145681582	0.000600727940917	0.000751936235807	0.000535558249006	0.000116697007889	0.000279969457877	0.000201734920315	0.000878317428666	0.000188758389262	0.000708257097326	0.00144650812938	0.0	0.0	0.001051852429	0.000626697305202	0.00041094764527	0.000335765086536	0.000320471734393	0.00041098142364	0.000276418719076	0.000693618707887	0.000234917245061	0.000831338959567	0.00021931748399	9.95388035436e-05	0.000319744204636	0.00032334554861	0.000772123838701	0.000313515362253	0.000436754577524	0.000123219478535	2.57486417591e-05	0.000180897250362	8.42672958625e-05	0.000361425989814	0.000134867829527	7.46798103133e-05	3.77401215232e-05	0.000266028198989	0.000123989485692	6.45390299784e-05	6.22238815257e-05	6.70645831936e-05
k__Bacteria;p__Acidobacteria;c__Holophagae	2.56772371293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0524098776e-05	0.00014955347605	0.0	2.76418719076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35965059634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000258156119914	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000451027868775	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52837438151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85013965684e-05	3.35965059634e-05	2.4643895707e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
